transaction_amount,income,device_fraud_count,account_age_days,transaction_hour,is_foreign_ip,month,fraud_bool
228.65,65343.860589213065,1,1097,14,0,2,0
526.02,47112.390817567546,1,3243,11,0,2,0
83.73,48178.520501917796,0,658,20,0,2,0
134.89,19030.246569029034,0,589,16,0,6,0
112.67,34066.22730484688,0,172,19,0,1,0
1892.91,122452.20920703269,0,3087,12,0,5,0
524.91,97505.09317642421,1,3372,18,0,12,0
282.8,110455.40618436433,0,2673,17,0,8,0
942.65,75314.41265378347,0,1133,8,0,7,0
1386.0,54182.55609282083,2,2904,20,0,3,1
155.43,50832.591906013884,0,421,13,0,10,0
210.03,48517.66723191546,1,709,14,0,4,0
815.15,64459.17003102654,0,3146,7,0,1,0
111.13,48868.953654583514,0,2551,13,0,2,0
83.76,38796.155661192824,0,2918,6,0,10,0
218.38,38550.47666408335,1,2197,7,0,3,0
299.31,88119.01548271382,0,2352,19,0,7,0
93.97,90905.23341105648,0,930,9,0,8,0
213.06,77405.29626474869,0,1203,6,0,7,0
309.73,57777.356385451785,0,1755,14,0,3,0
18.42,85915.98271274287,0,2966,18,0,1,0
388.62,54503.06086915615,1,2974,8,0,4,0
1010.78,61440.282124988276,0,648,15,0,4,0
2699.44,118107.24675265622,0,3613,12,0,8,0
415.14,84123.94745168983,0,1421,6,0,12,0
781.39,80316.95893173797,1,2406,8,0,9,0
149.73,63913.84495693818,0,1527,17,0,3,0
138.19,89467.44937568116,1,2341,7,0,9,0
405.21,81886.63303123755,0,1999,18,0,2,0
324.16,126422.42882699444,0,1051,20,0,11,0
208.44,38984.09629104423,0,1783,19,1,10,0
78.81,52372.907294671095,1,2449,22,0,11,0
345.28,76681.50402595958,0,994,12,0,8,0
266.45,96067.28368485933,2,129,13,0,1,1
46.66,55363.96704992073,0,2024,10,0,5,0
1041.34,61185.3460688569,0,2596,9,0,11,0
149.34,65284.99857206049,3,2817,12,0,4,1
294.01,66424.98110924395,0,3202,10,0,10,0
39.3,64276.824273641905,2,2070,18,1,11,1
800.96,65656.14382583713,0,1667,15,0,2,0
318.86,59189.43339150807,0,2251,22,0,10,0
306.36,93776.65799767322,2,650,17,0,7,1
964.59,93250.74956621206,0,269,19,0,10,0
397.57,67080.57218354772,0,3506,8,0,6,0
654.3,80949.44074246944,0,517,14,0,1,0
244.23,46421.199532516905,1,3613,20,0,2,0
118.92,18775.3217399559,0,1573,8,0,11,0
857.25,82768.48490847567,0,410,13,0,5,0
156.87,68226.09892716966,1,1105,21,1,2,1
13691.73,84265.56758625073,2,34,5,1,10,1
29.0,27993.76873837877,0,3345,20,0,12,0
322.18,72986.22411931146,1,844,14,0,12,0
246.35,89299.78457466667,0,647,18,0,8,0
62.28,103272.18996064855,0,1611,17,0,11,0
62.78,120193.49112454272,0,1287,20,0,10,0
70.14,87571.52411251466,0,3272,7,0,3,0
23.93,75328.32520155216,0,1809,6,0,8,0
147.77,52791.84122980604,0,454,15,0,8,0
285.65,34326.89275648718,1,3066,22,0,3,0
1840.27,61927.88831049791,3,15,4,1,12,1
458.76,86962.27533986981,1,3134,15,0,9,0
28.0,97829.01543134791,3,335,16,0,12,1
236.24,62564.61155372218,2,2713,17,0,5,1
136.71,53273.5556775896,1,2044,15,0,9,0
364.87,58632.35255081756,0,3478,9,0,12,0
150.74,80115.91633792041,1,253,15,0,1,0
73.43,73780.70657987281,0,2111,9,0,6,0
65.4,66358.23951120272,0,920,10,0,10,1
144.27,80298.77999547917,1,1082,7,0,9,0
61.7,63758.716816879074,1,1652,19,0,10,0
597.69,70858.11801573091,0,1481,20,0,5,0
50.52,98324.52236943737,0,2088,8,0,6,0
75.41,65598.85954368341,1,594,15,0,4,0
95.6,40202.16372890909,0,1452,6,0,11,0
78.94,88460.73530657717,1,172,9,0,11,0
150.63,61223.06716179783,0,855,19,0,10,0
444.16,56520.46300326503,1,2071,22,0,10,0
1781.81,52678.0801294307,0,2490,13,0,4,0
100.76,61414.273992732735,0,2216,9,0,3,0
1101.35,79582.07451472456,1,471,19,0,12,0
194.43,80016.79622300089,0,1705,17,0,8,0
927.62,83210.04648374919,0,1086,6,0,10,0
193.26,44036.26117924534,0,456,15,0,11,0
65.24,98278.79861665831,0,1258,20,0,8,0
843.39,84341.75336314495,0,2315,7,0,8,0
1109.28,48756.020151901444,0,2510,9,0,11,0
322.8,105799.83720692879,1,2384,14,0,4,0
180.23,76296.74752322632,1,940,10,0,12,0
1642.7,84668.04745639092,6,54,0,0,10,1
54.77,77291.98682602073,0,1446,20,0,3,0
182.02,34468.94369619112,0,985,10,0,9,0
339.98,42169.48898386136,0,1142,10,0,9,0
133.55,41579.829465921415,1,3002,9,0,11,0
812.61,89601.01791988139,0,2254,15,0,8,0
91.79,60073.84531038713,0,734,15,0,4,0
370.33,66693.9665874089,0,165,11,0,5,0
206.34,79394.44638303819,2,1057,13,0,10,1
347.59,84157.70473458208,0,1959,12,0,3,0
293.5,69823.42406705036,0,739,9,0,7,0
190.59,57754.69156656824,1,1736,11,0,5,0
1406.89,12763.578337921346,5,20,0,1,6,1
175.24,49145.24881270115,0,373,14,0,12,0
528.49,80756.45651944418,0,2153,22,0,5,0
282.7,10599.05389912388,0,1328,22,0,11,0
580.41,67232.06519054613,0,1091,9,0,12,0
108.68,38711.47918870786,1,464,14,0,7,0
92.25,64172.37142421889,0,2305,12,0,10,0
386.2,118320.42437823184,0,3532,22,0,12,0
421.88,63432.95918344884,0,2602,20,0,5,0
321.1,56074.72293732109,0,2087,20,0,3,0
520.51,76866.85194527902,1,3194,19,0,11,0
123.24,58243.849010797414,0,2411,18,0,5,0
170.63,94633.66236359236,1,1456,20,0,4,0
217.75,50416.31230912467,1,3397,15,0,1,0
141.94,44190.321628280515,0,497,13,0,1,0
182.77,126006.03508620276,0,2491,10,0,2,0
1223.66,138636.126196947,1,1904,14,0,2,0
645.17,53615.02295780352,2,104,11,0,7,1
86.81,61404.019941859304,1,1903,10,0,7,0
359.42,83963.47780212258,1,2296,18,0,10,0
267.19,93856.21313812399,3,681,19,0,2,1
139.81,56343.61915111995,0,3530,13,0,1,0
542.15,78323.81205790545,1,1266,19,0,10,0
722.08,88825.10198011162,0,2119,10,0,4,0
170.56,99830.20007351507,1,802,18,0,6,0
450.31,64606.16915463235,0,2451,20,0,5,0
105.27,30953.72966688686,1,3085,15,0,11,0
56.61,58185.064918464384,0,2587,7,0,6,0
186.15,56479.85419851627,1,2969,6,0,4,0
236.47,59736.01734727353,1,941,18,0,7,0
273.06,78501.15947419575,1,2059,6,0,1,0
401.21,107828.5712090316,2,1487,11,0,7,1
136.88,72914.40840811621,0,2292,22,0,10,0
117.59,85605.85816312728,0,1983,13,0,7,0
247.85,42729.85813523177,0,2030,17,0,12,0
114.08,57620.625967419786,0,2786,22,0,11,0
933.03,87097.5954883575,0,3557,9,0,1,0
391.76,55935.227341041085,1,699,8,0,8,0
294.86,35541.456239745086,0,3456,22,0,4,0
213.7,89160.24544640556,0,3076,22,0,5,0
1208.85,58544.34310701443,0,1651,14,0,7,0
386.05,67449.25676318165,1,830,22,0,12,0
118.32,75357.43032737823,0,1310,14,0,8,0
1354.25,62737.78787162979,1,630,15,0,1,0
409.4,66756.69120993852,3,39,3,1,8,1
102.43,68770.09391705522,0,3493,19,0,5,0
4709.13,46352.948166743736,2,2424,17,0,10,1
353.61,89002.52528370933,0,3359,16,0,11,0
87.94,10000.0,0,2517,7,0,7,0
1287.67,68556.166919681,1,2459,18,0,1,0
86.34,109314.34880042619,0,1646,22,0,3,0
356.11,30888.360303210684,0,1334,16,0,8,0
739.83,119035.57616922751,0,1692,10,0,4,0
243.16,92880.25842194093,1,3516,8,0,1,0
895.39,17878.944902579602,5,47,0,1,11,1
375.57,130008.91530239704,0,1551,8,0,10,0
182.79,47335.67594859682,1,233,21,0,9,0
134.34,76913.76602488453,0,2685,17,0,2,0
695.32,82440.03954317691,0,1460,10,0,12,0
410.44,86000.71491041913,1,979,20,1,9,1
145.14,78259.71027486226,1,285,13,0,3,0
80.29,55245.71624590611,0,2025,10,0,7,0
177.83,78729.4600916923,0,2639,10,0,7,0
138.01,74711.814729307,0,1753,6,0,12,0
187.95,154631.55054693832,1,2088,19,0,5,0
509.1,14340.710777568813,0,2120,20,0,5,0
387.09,107846.06462181684,0,2535,6,0,11,0
28.35,52531.094497220256,1,586,8,0,7,0
85.23,43684.02390314992,0,3533,15,0,8,0
2089.77,105944.88645440152,4,42,3,1,5,1
2929.42,31992.54416491374,3,44,4,1,3,1
435.21,91224.09690400578,2,1960,7,0,9,1
88.39,77885.29823490864,0,1837,14,0,3,0
218.12,46700.76987279982,0,2877,7,0,1,0
90.15,88084.48707054334,2,191,6,0,5,0
185.47,100555.15084896097,0,2176,6,0,9,0
64.13,95997.0523164098,1,1983,8,0,8,0
99.12,32525.545986046774,0,1968,10,0,3,0
328.75,10000.0,0,3533,12,0,10,0
38.83,55232.77416366358,0,921,13,0,9,0
344.23,53068.94528376222,0,426,12,0,2,0
182.28,75539.1259796074,0,1412,19,0,1,0
496.58,75552.74277308828,0,3429,20,0,6,0
1395.31,22622.14425968183,0,563,9,0,1,0
209.35,92490.42405564355,1,483,6,0,9,0
489.6,128466.70054300834,0,1746,10,0,12,0
813.58,75899.01984299315,1,105,6,0,4,0
217.63,103989.04347296496,0,785,10,0,7,0
44.88,75139.02161064305,1,3417,15,0,8,0
92.02,34952.794613079626,1,1081,11,0,12,0
133.88,43979.30651207066,0,2993,9,0,12,0
584.62,47034.6535473016,0,1921,9,0,4,0
581.6,103947.91303688656,1,2505,8,0,6,0
51.09,64213.71143348899,0,2602,22,0,2,0
1213.5,62196.0174906733,2,1338,17,0,11,1
224.6,69314.66850842966,0,3278,18,0,7,0
199.4,32224.487948613387,0,3207,10,0,2,0
56.48,79704.00058462238,0,1970,22,0,6,0
326.21,73412.79118729685,0,3281,13,0,4,0
201.94,81785.10936401712,0,2939,7,0,8,0
573.19,45575.135784444785,0,2087,13,0,7,0
77.59,38809.031712588025,0,2563,17,0,5,0
1471.42,89327.3290736563,0,2564,8,0,4,0
153.13,88405.27157570375,1,302,17,0,4,0
216.64,57944.71942353571,0,3369,9,0,10,0
10.05,61073.21996274637,0,177,18,0,7,0
88.62,41513.36023892812,6,46,4,0,10,1
70.87,44691.030315811564,1,2232,18,0,7,0
105.41,72464.69809305432,0,937,8,1,1,0
72.5,82242.64437563565,1,2858,8,0,10,0
173.38,49065.452671610605,0,783,6,0,4,0
144.78,46027.892301506974,2,1528,14,0,7,1
653.08,26776.8172090815,2,1715,16,0,5,1
246.12,64961.967996950756,0,835,8,0,3,0
980.13,98075.9608956438,3,38,1,1,6,1
126.93,78646.89046877858,1,2561,22,0,4,0
125.03,87499.21809084532,0,2449,21,0,4,0
393.42,71967.36602141587,0,105,21,0,1,0
21.47,86067.03837781494,0,3111,17,0,8,0
233.3,57755.70742198781,2,1980,9,0,10,1
340.56,49952.87425016545,0,1848,16,1,2,0
754.59,33235.369163168834,0,1290,18,0,12,0
445.62,62039.01076909332,1,1059,13,0,6,0
2438.69,69095.0742764073,1,2195,17,0,8,0
171.7,85667.96674834692,0,2481,18,0,11,1
146.34,109877.26035445947,0,474,10,0,2,0
138.91,53419.96352126811,0,1088,9,0,10,0
233.11,78234.79899441879,1,716,13,0,4,0
137.72,58152.215746606744,1,2115,21,0,7,0
84.19,50779.73277447574,2,737,22,0,2,0
145.62,80389.1619167807,2,2364,8,0,11,1
84.98,38649.12690025859,0,1515,11,0,4,0
407.37,56290.059327707306,0,1839,20,0,10,0
237.1,49024.14800045566,0,1843,18,0,3,0
597.99,61647.09383328555,1,1305,21,0,4,0
208.52,37372.033445265246,0,1951,16,0,7,0
526.18,41297.5962057304,1,2931,16,0,3,0
46.41,69544.87276327395,0,2045,21,0,7,0
229.19,62304.35828120447,0,1955,18,0,3,0
462.08,63165.2101877588,1,2748,16,0,6,0
848.84,55130.8125182476,0,2424,8,0,11,0
257.6,94400.84107070477,0,222,13,0,5,0
10.37,61806.084357795495,0,910,8,0,9,0
132.3,30726.54514267329,0,647,16,0,6,0
129.8,57373.728606436045,0,868,18,0,8,0
159.26,62795.0389212499,0,3627,11,0,9,0
1225.63,93381.96108979722,0,2641,8,0,3,0
561.91,95382.16803845744,0,779,21,0,6,0
46.5,47258.863648714425,0,480,8,0,10,0
40.96,93314.97151909146,1,1032,10,0,7,0
273.81,67032.85303546391,1,932,21,0,3,0
191.92,87539.93895668429,0,3309,15,0,5,0
350.41,50506.651008328,1,163,9,0,9,0
86.7,74790.17008952146,0,2849,9,0,7,0
77.54,92866.74196032359,0,2458,6,0,9,0
866.14,57811.58461607661,0,2306,13,0,1,0
136.91,78813.67116947967,3,1547,7,0,4,1
322.23,56173.7197722866,0,483,21,0,10,0
374.57,93109.40539688547,0,2810,15,0,1,0
98.06,37491.31797175229,1,2724,19,0,1,0
22.56,86841.57940510198,0,3291,21,0,6,0
313.48,73765.85901388752,1,2705,19,0,1,0
62.58,131101.1369016704,1,3448,11,0,2,0
132.91,56371.94249575593,1,2550,10,0,9,0
153.24,62344.972228667684,0,1772,6,0,9,0
62.98,79107.35233562464,0,1894,14,0,12,0
58.88,105534.30881080206,1,1968,11,0,7,0
348.23,82465.40456335404,1,1067,6,0,3,0
210.01,95669.98732400699,1,862,21,0,1,0
351.97,77855.81980295571,0,2844,18,0,11,0
319.96,33946.65843292533,0,2605,20,0,6,0
96.56,83824.15561324525,0,2212,21,1,10,0
106.25,108473.84778135842,0,1889,20,0,10,0
427.02,78201.73046839799,2,3115,17,0,12,1
207.2,77331.70664641958,0,1701,21,0,9,0
668.99,82213.33613095495,0,456,15,0,6,0
56.33,44784.72044431429,0,3099,16,0,3,0
212.22,24220.141274130787,0,2313,17,0,10,0
1626.98,45144.182405157386,0,2732,10,0,11,0
435.86,105520.46897060747,0,1730,14,0,4,0
128.09,73874.448104592,0,2502,6,0,3,0
1324.46,55810.09344750283,1,1628,12,0,10,0
240.57,42009.85222300699,1,861,20,0,6,0
89.56,89967.4948920784,1,1100,13,0,4,0
131.83,69444.75310912615,1,2844,17,0,10,0
370.73,69819.45254573332,1,109,10,0,1,0
53.53,74799.0695068213,0,1818,17,0,10,0
257.31,63732.24596389814,1,2197,10,0,6,0
670.41,108531.73054302478,1,2977,22,0,12,0
259.11,53574.78068553666,0,2779,20,0,9,0
242.53,38661.22098421461,0,2911,14,0,7,0
255.65,84634.14664624928,0,224,7,0,1,0
368.19,49833.406032589686,0,2715,19,0,5,0
104.34,56829.69396550952,0,2582,21,0,10,0
954.65,29851.283794304763,0,1937,9,0,5,0
4335.73,77783.1931005635,2,47,1,1,9,1
118.85,10000.0,0,782,6,0,1,0
173.7,70164.7460596745,0,952,15,0,12,0
608.07,54620.4714823214,0,2465,16,0,11,0
1904.66,49198.06770699802,3,24,2,1,10,1
390.32,92932.39883168475,0,348,17,0,10,0
1206.01,83099.239508927,2,3399,18,0,4,1
505.43,63078.97342175393,1,2314,7,0,2,0
329.51,25923.150052516998,2,1398,16,0,1,1
215.51,85967.95985414193,1,605,6,0,2,0
306.73,125230.04452708225,0,1575,17,0,1,0
120.23,62189.23458753156,0,2959,12,0,3,0
177.39,93147.56840582236,1,557,8,0,4,0
231.33,53406.359032309214,0,774,16,0,5,0
166.71,86863.4308351735,0,2041,16,0,7,0
44.34,62949.3969259503,0,3401,15,0,7,0
1021.96,84911.87604030894,0,3577,17,0,11,0
84.41,111261.47584199096,0,3626,17,0,1,0
110.08,84206.71524409915,0,325,7,0,11,0
3770.01,83541.6180593697,4,1,1,0,7,1
142.04,47786.07873195248,0,2786,7,0,7,0
285.19,107830.8299705878,1,1854,6,0,10,0
43.53,72282.19710609656,0,2513,18,0,3,0
675.7,10000.0,3,34,4,1,11,1
415.43,28043.0030101332,1,1118,20,0,11,0
52.29,41545.5814366469,0,1604,9,0,10,0
191.73,95713.61746401589,1,3529,21,0,8,0
149.84,76488.73622751233,0,3026,14,0,12,0
858.4,47825.12516831084,3,59,3,1,10,1
468.45,80796.67960117219,1,3145,19,0,1,0
113.45,108707.47294446354,1,2325,7,0,2,1
108.21,11171.322869361546,0,1640,20,0,11,0
44.51,43881.372858884875,1,3497,12,0,11,0
97.6,78059.84014241296,1,879,12,0,7,0
135.15,87024.82369121727,1,2565,7,0,10,0
448.92,51867.62906058749,3,3195,15,0,3,1
478.13,72345.93942724486,1,603,21,0,11,0
43.1,86387.73917484007,0,738,6,0,1,0
78.36,73006.48604251868,0,1959,14,0,12,0
54.79,61324.40421773234,0,3397,12,0,3,0
312.51,73562.74751975435,1,2298,20,0,5,0
10373.79,111701.61223455964,5,2,0,1,10,1
169.84,72413.05364555818,0,3209,11,0,11,0
390.99,37304.26032480719,2,2286,15,0,12,1
57.56,69217.6382962113,1,3085,12,0,2,0
34.57,108856.92373783425,0,2488,10,0,1,0
743.26,10000.0,0,1927,11,0,10,0
512.2,109104.93897503488,0,2840,17,0,1,0
144.26,68188.65876258275,0,2386,11,0,6,0
1461.48,47739.28595395385,1,242,12,0,10,0
106.52,55303.56386544969,0,2381,11,0,2,0
190.49,88098.52115761119,0,3278,19,0,7,0
133.3,70533.33159545354,1,2598,20,0,10,0
71.58,128904.53776772585,0,3235,15,0,11,0
292.43,65462.091397506476,1,1828,12,0,9,0
79.16,61541.78018079078,1,90,14,0,11,0
248.92,35386.61709452607,0,2998,14,0,9,0
808.65,108213.58529256273,0,2312,21,0,2,0
23.11,75383.65837101305,0,2871,8,0,2,0
182.38,78517.26289824283,0,3372,18,0,8,0
37.47,82330.23711805826,2,2861,14,0,6,0
168.0,105040.19288087034,0,2336,16,0,12,0
217.29,110355.10663877425,1,1639,6,0,4,0
466.37,53856.89480212575,0,1453,21,0,6,0
3.89,106682.71585501442,1,2187,14,0,9,0
116.65,53176.08306940574,0,1728,16,0,12,0
254.05,46986.15448217302,0,2013,21,0,5,0
73.49,62240.066225108225,0,3192,14,0,1,0
707.95,28893.97802724113,1,531,11,0,9,0
760.17,81595.84760902399,0,1729,20,0,7,0
1252.31,60856.96486154271,1,648,8,0,4,0
225.36,123077.98492807726,0,2557,14,0,12,0
710.5,85118.58511389399,0,1630,9,0,2,0
82.67,88205.50884173444,0,385,15,0,1,0
34.12,78802.43468535399,0,1519,13,0,6,0
574.44,71379.30350074514,0,1004,6,0,12,0
883.35,49894.681321982,1,1855,19,0,3,0
366.48,62255.70308319395,2,2155,8,0,10,1
263.29,70830.04336357416,0,3220,11,0,11,0
342.33,59785.82821624391,0,1659,20,0,7,0
1249.97,27771.17664923858,0,339,15,0,10,0
67.93,24541.888022590516,0,2836,17,0,10,0
268.74,44912.403307710134,0,2144,8,0,12,0
61.09,98940.16353982323,1,3523,20,0,4,0
77.7,92133.66811487547,1,307,11,0,8,0
362.18,12055.453920061831,6,46,23,0,3,1
6721.39,42364.599876950626,5,8,4,1,11,1
375.38,38551.7535025878,1,2376,13,0,3,0
59.21,57865.252904062254,0,1594,13,0,4,0
159.31,76999.89625041357,0,1256,21,1,1,0
219.2,105405.51166288838,1,2728,15,0,4,0
404.06,111025.88259402377,0,2891,14,0,1,0
2417.53,119407.32559993563,0,2738,17,0,3,0
117.33,84649.77726233436,0,3309,7,0,9,0
58.68,88175.86396534233,1,485,11,0,6,0
336.25,116105.4766991841,0,3285,16,0,1,0
226.19,85775.43570052067,0,522,16,0,6,0
342.11,66395.42980569869,0,2791,13,0,5,0
158.45,89250.49478348457,1,1799,14,0,12,0
72.08,42814.744552895296,0,882,20,0,7,0
98.13,80505.23158866607,0,2746,20,0,11,0
158.44,50821.31597709749,2,3113,16,0,5,1
259.13,56340.49966016585,0,2642,12,0,8,0
127.05,69840.90839083379,0,1028,21,0,10,0
108.54,64468.527261724026,0,2459,16,0,11,0
519.76,98360.83987254006,1,481,11,0,5,0
800.85,78582.96798861555,5,56,2,1,7,1
501.09,32284.956427032423,1,54,1,1,7,1
409.38,99548.51468227775,1,1412,17,0,9,0
126.57,82374.00039670282,0,2892,12,0,11,0
1657.54,91605.60865799942,0,1534,7,0,10,0
628.4,59972.059204976606,1,261,15,0,3,0
223.19,54497.49655843705,0,1712,22,0,7,0
236.72,114498.05936394719,0,2184,13,0,6,0
481.59,89479.4649368941,0,1954,22,0,9,0
31.74,91778.9734619822,0,1435,12,0,3,0
237.15,84807.97898300689,0,3205,9,0,3,0
295.69,86321.69844057478,2,3004,14,0,7,1
278.19,100413.44804088288,1,2710,10,0,2,0
353.75,58242.21722509831,1,1349,7,0,4,0
124.82,97130.4313818686,0,3643,14,0,10,0
2286.59,32230.274150916455,3,18,2,1,7,1
1737.84,105816.51148475523,0,2923,7,0,11,0
57.11,66028.46950617006,1,865,8,0,4,0
51.23,82052.35399779517,0,3271,22,0,4,0
1025.49,63429.86393458429,1,2186,12,0,3,0
276.38,100343.34673815545,0,1664,19,0,4,0
597.82,40762.90216146919,1,1118,14,0,7,0
440.66,79712.56599571502,1,2027,10,0,10,0
186.97,49789.17654147059,0,1642,11,0,8,0
391.87,51290.424723638615,0,646,21,0,12,0
59.17,129384.82029923996,0,3646,7,0,7,0
182.33,113059.1131279525,0,3023,9,0,7,0
134.42,85811.53447801199,1,1373,7,0,7,0
36.49,92755.90179533903,2,3498,22,0,6,0
111.82,73703.07742256718,0,1050,14,0,8,0
318.0,34993.1862888933,0,2861,16,0,11,0
1065.61,82700.73268086648,0,219,21,0,11,0
176.68,24329.66896161082,0,130,7,0,6,0
214.22,41948.163503818316,0,2721,10,1,10,0
89.96,67585.9598714214,0,1702,14,0,7,0
230.55,90341.80278838333,0,2557,22,0,10,0
75.5,75214.31106453802,0,2616,21,0,2,1
253.01,40739.57901445049,0,1017,10,0,12,0
84.81,102369.61970244884,0,1962,13,0,1,0
567.02,110843.64502895458,2,2001,13,0,10,1
65.06,75373.40107088891,0,197,8,0,9,0
258.54,111360.32539188766,0,1659,10,0,7,0
608.55,66013.41974377216,0,1805,18,0,5,0
181.2,74371.75568536895,0,488,13,0,7,0
45.53,75263.39514044067,2,3092,6,0,5,0
2588.87,34559.65212034395,6,12,1,0,11,1
1881.37,63079.763882375235,1,30,2,0,6,0
102.34,58444.75248518134,0,1115,14,0,8,0
351.8,81921.4965655533,0,301,11,0,6,0
1545.16,44383.71551005608,1,46,3,1,1,1
1092.56,58928.07607761771,2,374,7,0,4,1
264.79,89531.85526782717,1,3298,16,0,12,0
269.87,54467.627816946,0,2276,10,0,3,0
236.44,54101.01011953738,1,1806,11,0,6,0
167.33,33039.02497963282,0,807,22,0,2,0
5200.87,70581.12969134666,4,51,23,1,9,1
131.45,90184.90224041854,1,2691,20,0,2,0
107.96,90153.26313964455,0,3412,9,0,11,0
213.1,69285.21618823192,2,725,18,0,10,1
159.71,86748.5899259597,0,2209,15,0,7,0
134.05,72511.17540714583,0,2152,21,0,1,0
111.23,103884.0633085843,0,1694,18,0,3,0
174.04,91504.51029093516,0,431,8,0,2,0
232.91,56737.65949097097,0,2815,9,0,3,0
200.79,74513.64746249885,0,3478,6,0,8,0
165.14,49736.936712944065,0,2682,22,0,12,0
665.14,72317.91019859383,0,2465,17,0,10,0
127.03,23537.92374417124,0,3444,16,0,11,0
177.9,65989.31292604688,2,3564,20,0,9,1
992.72,116870.85408477958,0,2953,22,0,7,0
33.15,93595.1967025882,0,3032,20,0,9,0
198.63,66143.42248341115,1,606,8,0,2,0
863.09,66608.0788713154,0,3617,8,0,10,0
309.92,59047.79605903078,0,2240,16,0,3,0
99.31,114984.77993470273,1,1637,9,0,2,0
37.05,74370.7939583532,0,2295,12,0,10,0
95.95,82801.95930249158,0,2298,22,0,9,0
917.22,90010.41693095598,1,603,14,0,10,0
160.31,53815.75055264692,0,2867,11,0,3,0
71.21,82769.85020617578,0,2514,13,0,8,0
159.77,85436.67302794693,0,2932,9,0,8,0
507.32,76071.32618607167,0,2090,15,0,9,0
891.32,61628.193804963346,0,135,21,0,12,0
98.27,76915.70488378401,1,350,12,0,4,0
104.16,91291.5984745159,0,2815,7,0,5,0
319.98,37262.19023267947,0,2232,14,0,11,0
188.03,34399.469630307096,1,1488,7,0,7,0
94.67,50501.79873520347,0,3350,8,0,12,0
436.1,63416.60088348419,1,2425,9,0,7,0
454.81,53962.3878500565,0,1704,14,0,5,0
69.76,98926.39219835775,1,3079,19,0,2,0
150.71,94781.4826998071,1,3441,13,0,3,0
109.87,76998.91642318993,2,1112,6,1,5,1
75.44,60716.53594389224,1,2526,12,0,4,0
501.86,77084.5510499091,1,3077,6,0,7,0
137.87,95275.72106433134,2,444,13,0,2,0
72.8,102552.03873313536,0,3064,20,0,3,0
102.93,40336.42244395996,0,3245,21,0,2,0
256.65,87356.29097192033,0,3193,19,0,10,0
272.93,96829.17858646481,0,1932,16,0,8,0
277.96,91123.26940824992,2,1847,17,0,3,1
518.76,86858.38240442824,0,2023,16,0,2,0
135.03,62360.45624382774,0,1485,17,0,8,0
208.94,90373.20366330341,0,2410,22,0,3,0
37.02,98519.04775043298,0,150,22,0,9,0
91.5,53401.44769443314,1,1682,15,0,4,0
246.74,48111.527743215614,0,3378,10,0,10,0
101.06,99692.57118190943,2,3252,17,0,8,0
63.89,72002.38733759524,1,3203,21,1,3,1
730.82,51624.37858455766,0,738,15,0,11,0
513.9,99896.3157290446,0,1541,7,0,12,0
124.66,44923.36781571964,1,1151,21,0,1,0
233.08,81555.88767243673,0,2041,8,0,4,0
498.59,90989.48729118546,1,296,19,0,3,0
184.85,83468.31118027715,0,2376,20,0,7,0
343.17,65576.04583572602,0,990,7,0,9,0
650.96,37594.64649211873,1,381,22,0,2,0
196.63,39602.801615710065,0,2341,9,0,9,0
135.49,133116.01158924156,0,1390,19,0,9,0
335.72,73455.74053585318,0,2295,8,0,12,0
992.94,43114.98964244557,0,2324,17,0,3,0
35.64,98908.93854317379,1,1405,11,0,4,0
482.5,85750.45843983744,1,52,4,1,3,1
185.04,62738.298381175344,2,336,13,0,4,1
1044.85,49282.31480891936,0,1160,7,0,5,0
160.7,41548.68398914611,0,3572,20,0,9,0
82.42,94127.82852541696,1,1739,22,0,3,0
516.2,20324.17080850717,1,17,1,1,7,1
261.01,42645.89129494599,0,306,6,0,3,0
1440.67,38502.414529994334,3,6,3,1,12,1
222.18,70686.43312374392,1,3058,15,0,6,0
94.31,127515.66232138217,1,424,13,0,5,0
1553.29,20211.10485156873,1,2344,10,0,2,0
563.52,113560.73831882537,0,2566,12,0,4,0
174.98,80953.87539346104,1,701,17,0,8,0
109.71,101441.95831750607,2,1997,20,0,2,0
816.11,129158.48702634813,2,1008,20,0,5,1
83.32,17075.677071745602,0,2676,11,0,2,0
368.41,17269.307644517692,2,2136,8,0,10,1
353.31,31168.613757944004,0,187,6,0,2,0
434.89,73829.89048853313,0,2121,8,0,10,0
34.87,52156.37058678125,0,1373,10,0,7,0
140.33,111516.21814244663,0,2553,19,1,11,0
262.84,58494.013123379715,0,2366,13,0,5,0
22.07,116938.40850508002,1,3284,16,0,4,0
130.35,92393.88174786503,2,1843,14,0,1,0
178.67,64709.03237338329,0,239,10,0,9,0
285.75,95976.15317263907,1,1939,10,0,3,0
105.81,80214.96335080019,1,321,10,0,9,0
650.57,89607.70691646807,2,289,11,0,1,1
50.93,61632.78700536879,0,2586,12,0,5,0
5930.08,122040.50656829753,3,32,2,1,5,1
553.14,123859.54535209553,1,1650,21,0,6,0
199.27,90921.67074093674,0,1147,19,0,1,0
147.07,89133.65959085041,1,3227,9,0,2,0
717.0,55424.239164220795,0,579,19,0,2,0
230.88,93971.58359526386,0,398,16,0,10,0
738.34,76003.26185481681,0,1811,21,0,8,0
290.45,21273.44051234927,1,105,12,1,2,1
48.58,52816.10708584011,2,132,14,0,12,0
142.47,47318.298166555825,0,680,19,0,8,0
101.55,86248.07692107026,0,1182,8,0,6,0
